subject,task_type,octave,ioi,subj_accuracy,subj_perc_resp_early,accuracy,perc_resp_early,subj_hit_rate,subj_fa_rate,hit_rate,fa_rate,subj_dprime,subj_C,dprime,C
6,1,5,400,0.8159722222222222,0.4201388888888889,0.7708333333333334,0.4791666666666667,0.8931034482758621,0.2655172413793103,0.78,0.26,1.8696304642073023,-0.3083875888869702,1.4155386195816018,-0.06442390439788392
6,1,5,600,0.8159722222222222,0.4201388888888889,0.8125,0.3958333333333333,0.8931034482758621,0.2655172413793103,0.9,0.3,1.8696304642073023,-0.3083875888869702,1.8059520782526413,-0.37857552641827974
6,1,7,400,0.8159722222222222,0.4201388888888889,0.8333333333333334,0.5,0.8931034482758621,0.2655172413793103,0.82,0.18,1.8696304642073023,-0.3083875888869702,1.8307301756856278,1.1102230246251565e-16
6,1,7,600,0.8159722222222222,0.4201388888888889,0.8125,0.3958333333333333,0.8931034482758621,0.2655172413793103,0.9,0.3,1.8696304642073023,-0.3083875888869702,1.8059520782526413,-0.37857552641827974
7,0,3,400,0.5347222222222222,0.6388888888888888,0.5416666666666666,0.5833333333333334,0.39655172413793105,0.3275862068965517,0.46,0.38,0.1843054391145572,0.35443548494890037,0.20504706758792762,0.20295725430543357
7,0,3,600,0.5347222222222222,0.6388888888888888,0.5625,0.6458333333333334,0.39655172413793105,0.3275862068965517,0.42,0.3,0.1843054391145572,0.35443548494890037,0.32250703356619004,0.36314699592494587
7,0,5,400,0.5347222222222222,0.6388888888888888,0.5416666666666666,0.6666666666666666,0.39655172413793105,0.3275862068965517,0.38,0.3,0.1843054391145572,0.35443548494890037,0.2189197246086435,0.41494065040371914
7,0,5,600,0.5347222222222222,0.6388888888888888,0.5625,0.6458333333333334,0.39655172413793105,0.3275862068965517,0.42,0.3,0.1843054391145572,0.35443548494890037,0.32250703356619004,0.36314699592494587
7,0,7,400,0.5347222222222222,0.6388888888888888,0.4375,0.6458333333333334,0.39655172413793105,0.3275862068965517,0.3,0.42,0.1843054391145572,0.35443548494890037,-0.32250703356619004,0.36314699592494587
7,0,7,600,0.5347222222222222,0.6388888888888888,0.5625,0.6458333333333334,0.39655172413793105,0.3275862068965517,0.42,0.3,0.1843054391145572,0.35443548494890037,0.32250703356619004,0.36314699592494587
9,0,3,400,0.7326388888888888,0.5104166666666666,0.7916666666666666,0.4583333333333333,0.7206896551724138,0.25862068965517243,0.82,0.26,1.2324950601422096,0.03135605285387283,1.5587104932357307,-0.1360098412249484
9,0,3,600,0.7326388888888888,0.5104166666666666,0.7916666666666666,0.4583333333333333,0.7206896551724138,0.25862068965517243,0.82,0.26,1.2324950601422096,0.03135605285387283,1.5587104932357307,-0.1360098412249484
9,0,5,400,0.7326388888888888,0.5104166666666666,0.7916666666666666,0.4583333333333333,0.7206896551724138,0.25862068965517243,0.82,0.26,1.2324950601422096,0.03135605285387283,1.5587104932357307,-0.1360098412249484
9,0,5,600,0.7326388888888888,0.5104166666666666,0.625,0.5416666666666666,0.7206896551724138,0.25862068965517243,0.58,0.34,1.2324950601422096,0.03135605285387283,0.6143566085832555,0.105284825149777
9,0,7,400,0.7326388888888888,0.5104166666666666,0.7291666666666666,0.6041666666666666,0.7206896551724138,0.25862068965517243,0.62,0.18,1.2324950601422096,0.03135605285387283,1.2208458759422114,0.3049421498717083
9,0,7,600,0.7326388888888888,0.5104166666666666,0.6666666666666666,0.5416666666666666,0.7206896551724138,0.25862068965517243,0.62,0.3,1.2324950601422096,0.03135605285387283,0.8298813008074383,0.10945986230432175
